"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
4.815141921E3,1.275191845E1,7.732620866E1,7.300663064E2,6.435117188E2,2.630999947E1,6.509999847E1,9.932502095E1,1.121376419E1,6.583806038E0,1.800000000E1
4.816145836E3,1.275203694E1,7.732642232E1,7.300249068E2,6.434707031E2,2.629000092E1,6.400000000E1,9.935040491E1,1.078750229E1,6.166451931E0,1.700000000E1
4.817143449E3,1.275213086E1,7.732663565E1,7.285954164E2,6.420415039E2,2.625000000E1,6.500000000E1,9.937721743E1,1.053916359E1,5.945672512E0,1.800000000E1
4.818143790E3,1.275223883E1,7.732685671E1,7.287076231E2,6.421540527E2,2.617000008E1,6.419999695E1,9.940419694E1,1.026625061E1,5.565572739E0,2.000000000E1
4.819144575E3,1.275235305E1,7.732707619E1,7.292088438E2,6.426556396E2,2.659000015E1,6.419999695E1,9.942987254E1,1.028605843E1,5.476655006E0,2.000000000E1
4.820145838E3,1.275244404E1,7.732729378E1,7.284545364E2,6.419016113E2,2.629000092E1,6.550000000E1,9.945573540E1,1.047970581E1,5.437772751E0,2.100000000E1
4.821137151E3,1.275253605E1,7.732751280E1,7.287486874E2,6.421960449E2,2.617000008E1,6.540000153E1,9.948131713E1,1.065713978E1,5.296466827E0,2.100000000E1
4.822141012E3,1.275263010E1,7.732772807E1,7.283736401E2,6.418212891E2,2.604000092E1,6.569999695E1,9.950800754E1,1.085297012E1,5.220444202E0,2.100000000E1
4.823150921E3,1.275273195E1,7.732795092E1,7.278012999E2,6.412492676E2,2.627000046E1,6.540000153E1,9.953502338E1,1.133217812E1,5.547374249E0,2.000000000E1
4.824135605E3,1.275285764E1,7.732816410E1,7.264405364E2,6.398889160E2,2.643000031E1,6.359999847E1,9.956161288E1,1.071781826E1,5.412009716E0,1.700000000E1
4.825146187E3,1.275297797E1,7.732837597E1,7.271513260E2,6.406000977E2,2.637000084E1,6.200000000E1,9.958762557E1,1.036448669E1,5.342124939E0,1.800000000E1
4.826146714E3,1.275307281E1,7.732859523E1,7.268160715E2,6.402651367E2,2.626000023E1,6.129999924E1,9.961466343E1,1.055787659E1,5.290927410E0,1.600000000E1
4.827149145E3,1.275320073E1,7.732880725E1,7.267004162E2,6.401499023E2,2.645000076E1,5.940000153E1,9.964355044E1,1.135240650E1,5.481513500E0,1.900000000E1
4.828142961E3,1.275335881E1,7.732901862E1,7.258622343E2,6.393122559E2,2.642000008E1,5.550000000E1,9.966962569E1,1.088800335E1,5.711414337E0,1.900000000E1
4.829150384E3,1.275348354E1,7.732922222E1,7.260625064E2,6.395129395E2,2.651000023E1,5.479999924E1,9.969606254E1,1.080553150E1,5.720951080E0,2.100000000E1
4.830153708E3,1.275365145E1,7.732939480E1,7.261908283E2,6.396418457E2,2.629999924E1,5.159999847E1,9.972140372E1,1.073276520E1,5.785114288E0,2.100000000E1
4.831142046E3,1.275380574E1,7.732956677E1,7.255634642E2,6.390150146E2,2.576000023E1,5.000000000E1,9.974953786E1,1.047864723E1,5.659531593E0,1.900000000E1
4.832146494E3,1.275397130E1,7.732976294E1,7.250595997E2,6.385117188E2,2.625000000E1,4.950000000E1,9.977719686E1,1.082922363E1,6.035732746E0,2.000000000E1
4.833156433E3,1.275413085E1,7.732995860E1,7.269933798E2,6.404460449E2,2.662000084E1,4.959999847E1,9.980345494E1,1.129984093E1,6.521134377E0,1.700000000E1
4.834159035E3,1.275429099E1,7.733013654E1,7.275016152E2,6.409548340E2,2.661000061E1,4.940000153E1,9.982908691E1,1.101027870E1,6.701313496E0,1.600000000E1
4.835149578E3,1.275445433E1,7.733030331E1,7.274409874E2,6.408947754E2,2.682999992E1,4.859999847E1,9.985687196E1,1.082584286E1,6.518177509E0,1.700000000E1
4.836148355E3,1.275461251E1,7.733050164E1,7.284990407E2,6.419533691E2,2.673999977E1,4.909999847E1,9.988374813E1,1.051147938E1,6.160794735E0,1.600000000E1
4.837148673E3,1.275477575E1,7.733068440E1,7.306115136E2,6.440664062E2,2.718000031E1,4.929999924E1,9.991201603E1,1.044134140E1,6.074103355E0,1.700000000E1
4.838148924E3,1.275493888E1,7.733088431E1,7.334232105E2,6.468786621E2,2.731999969E1,4.950000000E1,9.993913022E1,1.043364429E1,5.727333069E0,1.800000000E1
4.839139711E3,1.275509901E1,7.733107286E1,7.330866000E2,6.465426025E2,2.693000031E1,4.950000000E1,9.996647799E1,1.036077881E1,5.366797924E0,2.000000000E1
4.840147382E3,1.275526681E1,7.733125722E1,7.335868732E2,6.470434570E2,2.698999977E1,4.950000000E1,9.999432318E1,1.052493286E1,5.122510910E0,2.200000000E1
4.841142098E3,1.275542763E1,7.733145403E1,7.352623472E2,6.487194824E2,2.731999969E1,4.959999847E1,1.000229225E2,1.040964317E1,4.792220116E0,2.200000000E1
4.842149153E3,1.275560274E1,7.733164718E1,7.355584935E2,6.490162354E2,2.753000069E1,4.959999847E1,1.000470662E2,1.072743225E1,4.847229481E0,2.400000000E1
4.843171173E3,1.275575336E1,7.733180753E1,7.360949572E2,6.495532227E2,2.520000076E1,4.850000000E1,1.000734696E2,1.050827026E1,4.872026920E0,2.200000000E1
4.844146482E3,1.275590257E1,7.733199692E1,7.358996232E2,6.493583984E2,2.687999916E1,5.070000076E1,1.000996541E2,1.040521622E1,4.814477921E0,2.300000000E1
4.845144964E3,1.275606009E1,7.733217639E1,7.356847234E2,6.491440430E2,2.705999947E1,4.840000153E1,1.001247345E2,1.040797615E1,4.839946270E0,2.100000000E1
4.846155569E3,1.275621056E1,7.733234867E1,7.356729732E2,6.491328125E2,2.642000008E1,4.890000153E1,1.001505774E2,1.042930222E1,4.991956711E0,1.900000000E1
4.847146252E3,1.275635944E1,7.733253165E1,7.350514908E2,6.485118408E2,2.629000092E1,4.959999847E1,1.001767637E2,1.050424767E1,5.129374504E0,1.900000000E1
4.848143322E3,1.275651064E1,7.733271677E1,7.356797560E2,6.491406250E2,2.654999924E1,4.870000076E1,1.002027819E2,1.037579536E1,5.074191570E0,1.800000000E1
4.849159846E3,1.275666471E1,7.733289733E1,7.364756115E2,6.499370117E2,2.623999977E1,4.840000153E1,1.002305765E2,1.024543381E1,5.032907009E0,2.100000000E1
4.850150826E3,1.275682474E1,7.733309421E1,7.368793593E2,6.503413086E2,2.634000015E1,4.890000153E1,1.002567232E2,1.011807346E1,5.111967564E0,1.700000000E1
4.851142161E3,1.275698307E1,7.733327246E1,7.369630395E2,6.504255371E2,2.605999947E1,4.870000076E1,1.002827980E2,1.003494930E1,5.109723091E0,2.100000000E1
4.852152060E3,1.275714089E1,7.733345029E1,7.377642508E2,6.512272949E2,2.630999947E1,4.840000153E1,1.003081860E2,1.010829926E1,5.133748531E0,2.100000000E1
4.853148767E3,1.275728461E1,7.733363219E1,7.396032364E2,6.530667725E2,2.619000053E1,4.870000076E1,1.003352601E2,1.017049408E1,5.140973091E0,2.100000000E1
4.854147974E3,1.275744746E1,7.733381778E1,7.404753536E2,6.539394531E2,2.631999969E1,4.840000153E1,1.003613118E2,1.018517590E1,5.232534885E0,2.100000000E1
4.855142756E3,1.275759968E1,7.733400039E1,7.418468997E2,6.553115234E2,2.614999962E1,4.850000000E1,1.003864271E2,1.026773167E1,5.468976974E0,2.000000000E1
4.856149087E3,1.275774319E1,7.733417922E1,7.416911340E2,6.551562500E2,2.589999962E1,4.890000153E1,1.004123743E2,1.017981243E1,5.573998928E0,2.300000000E1
4.857149708E3,1.275789337E1,7.733436234E1,7.421063890E2,6.555720215E2,2.593000031E1,4.890000153E1,1.004384366E2,1.017866707E1,5.462329865E0,2.100000000E1
4.858148073E3,1.275805144E1,7.733453978E1,7.428853820E2,6.563515625E2,2.595000076E1,4.870000076E1,1.004671948E2,1.038046455E1,5.799086094E0,2.000000000E1
4.859141619E3,1.275821082E1,7.733474862E1,7.430191153E2,6.564858398E2,2.646999931E1,4.940000153E1,1.004937348E2,1.041975403E1,6.077294827E0,1.800000000E1
4.860147063E3,1.275835944E1,7.733494011E1,7.435438755E2,6.570111084E2,2.619000053E1,5.029999924E1,1.005176943E2,1.049889660E1,6.039270401E0,1.800000000E1
4.861152261E3,1.275851077E1,7.733509738E1,7.424797482E2,6.559475098E2,2.532999992E1,4.750000000E1,1.005445305E2,1.051248932E1,6.024783611E0,1.800000000E1
4.862146219E3,1.275864107E1,7.733530567E1,7.452254078E2,6.586936035E2,2.637000084E1,5.229999924E1,1.005708992E2,1.052219772E1,6.202595711E0,1.600000000E1
4.863145161E3,1.275878999E1,7.733549489E1,7.444446240E2,6.579133301E2,2.589999962E1,5.229999924E1,1.005962219E2,1.050572681E1,6.035800934E0,1.700000000E1
4.864139960E3,1.275894122E1,7.733566947E1,7.459085780E2,6.593778076E2,2.580999947E1,5.059999847E1,1.006224142E2,1.061630630E1,5.773820400E0,1.900000000E1
4.865145555E3,1.275910474E1,7.733584331E1,7.466813230E2,6.601511230E2,2.572999954E1,4.850000000E1,1.006478799E2,1.050309372E1,5.796523571E0,2.100000000E1
4.866145374E3,1.275926741E1,7.733600860E1,7.477524085E2,6.612227783E2,2.554000092E1,4.900000000E1,1.006733095E2,1.053079319E1,5.468220711E0,1.900000000E1
4.867145285E3,1.275941595E1,7.733618689E1,7.474625894E2,6.609334717E2,2.556999969E1,4.970000076E1,1.006981837E2,1.060075855E1,5.142914295E0,1.800000000E1
4.868148096E3,1.275956497E1,7.733635795E1,7.478580691E2,6.613294678E2,2.512000084E1,5.020000076E1,1.007270347E2,1.080257130E1,5.004110336E0,2.100000000E1
4.869150159E3,1.275973323E1,7.733656046E1,7.482258968E2,6.616978760E2,2.634000015E1,5.070000076E1,1.007543733E2,1.101680851E1,4.841113091E0,2.000000000E1
4.870142786E3,1.275989280E1,7.733675224E1,7.496160931E2,6.630886230E2,2.647999954E1,5.070000076E1,1.007777441E2,1.145866489E1,4.853027821E0,1.800000000E1
4.871142532E3,1.276003535E1,7.733691060E1,7.477875944E2,6.612606201E2,2.569000053E1,4.979999924E1,1.007980013E2,1.156579113E1,4.984805107E0,1.700000000E1
4.872150535E3,1.276015791E1,7.733704880E1,7.471749861E2,6.606484375E2,2.478000069E1,5.009999847E1,1.008184189E2,1.134640694E1,4.908112049E0,1.800000000E1
4.873145719E3,1.276027706E1,7.733719205E1,7.492756489E2,6.627495117E2,2.428000069E1,5.029999924E1,1.008457123E2,1.146122360E1,4.916083336E0,2.000000000E1
4.874151331E3,1.276044068E1,7.733737965E1,7.500565754E2,6.635310059E2,2.529000092E1,4.950000000E1,1.008709549E2,1.156587410E1,4.803614616E0,1.900000000E1
4.875148520E3,1.276058729E1,7.733755736E1,7.515399562E2,6.650148926E2,2.529999924E1,4.940000153E1,1.009046408E2,1.174133492E1,4.834428787E0,1.900000000E1
4.876147988E3,1.276080123E1,7.733777728E1,7.520549536E2,6.655306396E2,2.693000031E1,4.890000153E1,1.009314593E2,1.150683689E1,5.051043510E0,2.000000000E1
4.877150926E3,1.276097109E1,7.733795284E1,7.524881964E2,6.659644775E2,2.646999931E1,4.840000153E1,1.009551434E2,1.121556377E1,5.064903259E0,2.300000000E1
4.878142456E3,1.276111102E1,7.733811749E1,7.528540449E2,6.663308105E2,2.575000000E1,4.890000153E1,1.009842063E2,1.099981117E1,5.298408985E0,2.100000000E1
4.879145299E3,1.276128713E1,7.733831551E1,7.524014059E2,6.658787842E2,2.607999992E1,4.809999847E1,1.010125691E2,1.094826126E1,5.621882915E0,2.000000000E1
4.880146254E3,1.276145338E1,7.733851386E1,7.524073005E2,6.658852539E2,2.625000000E1,4.920000076E1,1.010392708E2,1.090820503E1,5.433052063E0,2.000000000E1
4.881143845E3,1.276161452E1,7.733869641E1,7.527775898E2,6.662561035E2,2.638999939E1,4.740000153E1,1.010630413E2,1.083487225E1,5.437193394E0,2.100000000E1
4.882143298E3,1.276175001E1,7.733886595E1,7.521699455E2,6.656489258E2,2.594000053E1,4.929999924E1,1.010913028E2,1.072082710E1,5.574958324E0,1.900000000E1
4.883135308E3,1.276191628E1,7.733906305E1,7.524872408E2,6.659667969E2,2.651000023E1,4.790000153E1,1.011195483E2,1.066098785E1,5.500305653E0,1.700000000E1
4.884158332E3,1.276207980E1,7.733926236E1,7.523492247E2,6.658293457E2,2.644000053E1,4.770000076E1,1.011465941E2,1.058142853E1,5.463277340E0,1.900000000E1
4.885141419E3,1.276224224E1,7.733944798E1,7.525107694E2,6.659914551E2,2.657999992E1,4.559999847E1,1.011730723E2,1.042210197E1,5.672648907E0,2.000000000E1
4.886143039E3,1.276240985E1,7.733962141E1,7.541040535E2,6.675853271E2,2.700000000E1,4.540000153E1,1.011988388E2,1.037237358E1,5.620976925E0,1.900000000E1
4.887145981E3,1.276257091E1,7.733979223E1,7.547039535E2,6.681857910E2,2.622999954E1,4.500000000E1,1.012269204E2,1.027523613E1,5.853724003E0,1.800000000E1
4.888155418E3,1.276275189E1,7.733997283E1,7.543722619E2,6.678547363E2,2.636000061E1,4.459999847E1,1.012526889E2,1.047821140E1,6.456797600E0,1.800000000E1
4.889138906E3,1.276291877E1,7.734013770E1,7.553179631E2,6.688010254E2,2.620999908E1,4.479999924E1,1.012791538E2,1.044310856E1,6.569239140E0,1.900000000E1
4.890144979E3,1.276309194E1,7.734030511E1,7.560719906E2,6.695556641E2,2.620000076E1,4.479999924E1,1.013050766E2,1.050350285E1,6.718742371E0,1.800000000E1
4.891144090E3,1.276325362E1,7.734047732E1,7.565443248E2,6.700285645E2,2.593000031E1,4.490000153E1,1.013319131E2,1.051428127E1,6.802620411E0,1.900000000E1
4.892146880E3,1.276342420E1,7.734065238E1,7.554243407E2,6.689091797E2,2.582999992E1,4.529999924E1,1.013583247E2,1.058822250E1,7.032232761E0,2.000000000E1
4.893148021E3,1.276359355E1,7.734082315E1,7.553522116E2,6.688376465E2,2.567000008E1,4.520000076E1,1.013834352E2,1.061281681E1,7.123416424E0,1.900000000E1
4.894143509E3,1.276375201E1,7.734098812E1,7.557093213E2,6.691953125E2,2.502000046E1,4.550000000E1,1.014093646E2,1.060602474E1,6.999706268E0,1.900000000E1
4.895143657E3,1.276390988E1,7.734116409E1,7.574133602E2,6.708999023E2,2.545999908E1,4.550000000E1,1.014360354E2,1.072165680E1,7.138423443E0,1.800000000E1
4.896148499E3,1.276407232E1,7.734134504E1,7.589567384E2,6.724438477E2,2.595999908E1,4.590000153E1,1.014609109E2,1.076180649E1,7.293050289E0,2.000000000E1
4.897145688E3,1.276423060E1,7.734150714E1,7.598431447E2,6.733308105E2,2.581999969E1,4.629999924E1,1.014870460E2,1.070552063E1,7.318266869E0,2.000000000E1
4.898138303E3,1.276439330E1,7.734168106E1,7.602176966E2,6.737059326E2,2.581999969E1,4.559999847E1,1.015121937E2,1.067508602E1,7.202505589E0,1.900000000E1
4.899151651E3,1.276454847E1,7.734184976E1,7.594494533E2,6.729382324E2,2.530999947E1,4.529999924E1,1.015397255E2,1.069132805E1,7.292313099E0,1.900000000E1
4.900147241E3,1.276473465E1,7.734201712E1,7.583870242E2,6.718764648E2,2.581999969E1,4.409999847E1,1.015663218E2,1.067523098E1,7.343706608E0,1.800000000E1
4.901141801E3,1.276490800E1,7.734218610E1,7.587540876E2,6.722441406E2,2.593000031E1,4.440000153E1,1.015919174E2,1.070640373E1,7.310740471E0,1.900000000E1
4.902150015E3,1.276506950E1,7.734235428E1,7.592618208E2,6.727524414E2,2.602000046E1,4.509999847E1,1.016175157E2,1.067406559E1,7.265844822E0,1.800000000E1
4.903140215E3,1.276523271E1,7.734252075E1,7.601073155E2,6.735985107E2,2.602000046E1,4.590000153E1,1.016430704E2,1.064966393E1,7.242079735E0,1.900000000E1
4.904146010E3,1.276538438E1,7.734269779E1,7.606170415E2,6.741087646E2,2.578000069E1,4.740000153E1,1.016685495E2,1.059653378E1,7.123330116E0,1.900000000E1
4.905157321E3,1.276554358E1,7.734286677E1,7.623465852E2,6.758388672E2,2.557999992E1,4.800000000E1,1.016941765E2,1.048155594E1,7.009189606E0,2.100000000E1
4.906140620E3,1.276568852E1,7.734305050E1,7.625936432E2,6.760864258E2,2.546999931E1,4.950000000E1,1.017199580E2,1.052485371E1,7.234017372E0,2.000000000E1
4.907141729E3,1.276584347E1,7.734322735E1,7.644190303E2,6.779123535E2,2.530999947E1,5.059999847E1,1.017442870E2,1.057104492E1,7.450458050E0,1.900000000E1
4.908152241E3,1.276597673E1,7.734340528E1,7.635654230E2,6.770592041E2,2.553000069E1,5.240000153E1,1.017701243E2,1.049124336E1,7.437151432E0,2.000000000E1
4.909140556E3,1.276611939E1,7.734359334E1,7.643167632E2,6.778110352E2,2.580999947E1,5.370000076E1,1.017951851E2,1.034708977E1,7.229666710E0,2.000000000E1
4.910148109E3,1.276624835E1,7.734378286E1,7.649211832E2,6.784158936E2,2.561000061E1,5.540000153E1,1.018216025E2,1.027643776E1,7.063866138E0,2.000000000E1
4.911146494E3,1.276638207E1,7.734398421E1,7.634262230E2,6.769213867E2,2.581999969E1,5.709999847E1,1.018476997E2,1.032888222E1,6.849794865E0,1.900000000E1
4.912150851E3,1.276650972E1,7.734418615E1,7.635868036E2,6.770823975E2,2.579999924E1,5.900000000E1,1.018726981E2,1.059946251E1,6.678185463E0,2.200000000E1
4.913143974E3,1.276662410E1,7.734438460E1,7.637283908E2,6.772243652E2,2.553000069E1,6.079999924E1,1.018992311E2,1.082557201E1,6.414288044E0,2.300000000E1
4.914142768E3,1.276673449E1,7.734460151E1,7.651955597E2,6.786918945E2,2.579000092E1,6.259999847E1,1.019278756E2,1.127418709E1,6.345887184E0,2.200000000E1
4.915139907E3,1.276688139E1,7.734481849E1,7.622289957E2,6.757258301E2,2.654000092E1,5.990000153E1,1.019544626E2,1.086147404E1,5.904487133E0,2.100000000E1
4.916145988E3,1.276699500E1,7.734503421E1,7.624034273E2,6.759006348E2,2.652000046E1,6.170000076E1,1.019810377E2,1.069702244E1,5.562167645E0,2.000000000E1
4.917146767E3,1.276709867E1,7.734525501E1,7.620940113E2,6.755915527E2,2.632999992E1,6.329999924E1,1.020061575E2,1.058972836E1,5.251010418E0,2.000000000E1
4.918143187E3,1.276720132E1,7.734546135E1,7.617521244E2,6.752500000E2,2.620000076E1,6.400000000E1,1.020323627E2,1.042028427E1,5.005008698E0,1.900000000E1
4.919144433E3,1.276729378E1,7.734568362E1,7.617745386E2,6.752727051E2,2.620999908E1,6.440000153E1,1.020589118E2,1.034932899E1,4.845778942E0,1.700000000E1
4.920149057E3,1.276741386E1,7.734589522E1,7.600429382E2,6.735415039E2,2.605999947E1,6.320000076E1,1.020860187E2,1.021127892E1,4.698362350E0,2.000000000E1
4.921142921E3,1.276752572E1,7.734611731E1,7.610037547E2,6.745026855E2,2.635000038E1,6.370000076E1,1.021113409E2,1.010483551E1,4.528580189E0,2.000000000E1
4.922150206E3,1.276761305E1,7.734633296E1,7.617966942E2,6.752958984E2,2.625000000E1,6.430000305E1,1.021376599E2,1.008653069E1,4.442263126E0,1.900000000E1
4.923144971E3,1.276770820E1,7.734655518E1,7.596060851E2,6.731055908E2,2.626000023E1,6.500000000E1,1.021636006E2,1.023888111E1,4.555970669E0,1.900000000E1
4.924146830E3,1.276782511E1,7.734676218E1,7.590377032E2,6.725375977E2,2.629000092E1,6.409999847E1,1.021908967E2,9.935046196E0,4.490581512E0,2.000000000E1
4.925149596E3,1.276793705E1,7.734698619E1,7.594770354E2,6.729772949E2,2.631999969E1,6.390000153E1,1.022181242E2,9.935046196E0,4.437342167E0,1.900000000E1
4.926149957E3,1.276804161E1,7.734721322E1,7.597611229E2,6.732617188E2,2.637999916E1,6.400000000E1,1.022440556E2,9.935046196E0,4.240525246E0,1.700000000E1
4.927155841E3,1.276813502E1,7.734743232E1,7.597928094E2,6.732937012E2,2.632999992E1,6.480000305E1,1.022705213E2,9.935046196E0,4.114481926E0,1.700000000E1
4.928149899E3,1.276823180E1,7.734765528E1,7.591567593E2,6.726579590E2,2.644000053E1,6.519999695E1,1.022963983E2,9.935046196E0,4.236067772E0,1.900000000E1
4.929146219E3,1.276833053E1,7.734787136E1,7.598458952E2,6.733474121E2,2.650000000E1,6.569999695E1,1.023224644E2,9.952433586E0,4.149095058E0,1.900000000E1
4.930145049E3,1.276842977E1,7.734808912E1,7.618953811E2,6.753972168E2,2.655999947E1,6.659999847E1,1.023485771E2,1.004132557E1,4.099405766E0,2.000000000E1
4.931147975E3,1.276852547E1,7.734830901E1,7.628794514E2,6.763815918E2,2.697999954E1,6.830000305E1,1.023760292E2,9.963335991E0,4.190019608E0,2.000000000E1
4.932151793E3,1.276860728E1,7.734854785E1,7.630541315E2,6.765565186E2,2.680999947E1,6.990000153E1,1.024035794E2,9.998915672E0,4.218092918E0,2.100000000E1
4.933143441E3,1.276868566E1,7.734878885E1,7.633921553E2,6.768947754E2,2.690999985E1,7.050000000E1,1.024301748E2,1.003538513E1,4.302052021E0,2.000000000E1
4.934150372E3,1.276875628E1,7.734902316E1,7.637060370E2,6.772088623E2,2.678000069E1,7.150000000E1,1.024545445E2,1.018469143E1,4.329430103E0,2.000000000E1
4.935140830E3,1.276882140E1,7.734923773E1,7.644446167E2,6.779476318E2,2.628000069E1,7.090000153E1,1.024808095E2,1.009471512E1,4.134453297E0,2.100000000E1
4.936141122E3,1.276889819E1,7.734946677E1,7.647329606E2,6.782362061E2,2.652000046E1,7.100000000E1,1.025075995E2,9.935046196E0,3.872217894E0,1.900000000E1
4.937140378E3,1.276897218E1,7.734970187E1,7.661251985E2,6.796286621E2,2.656999969E1,7.109999847E1,1.025346785E2,9.947554588E0,3.792204618E0,1.900000000E1
4.938144878E3,1.276905391E1,7.734993709E1,7.653622556E2,6.788659668E2,2.667000008E1,7.090000153E1,1.025619452E2,1.021437836E1,3.766146898E0,1.800000000E1
4.939146018E3,1.276914358E1,7.735017111E1,7.668639303E2,6.803679199E2,2.679999924E1,7.009999847E1,1.025894299E2,1.040134621E1,3.738398075E0,1.900000000E1
4.940139097E3,1.276923342E1,7.735040722E1,7.661483198E2,6.796525879E2,2.696999931E1,6.969999695E1,1.026160060E2,1.073224449E1,3.726352453E0,1.800000000E1
4.941150949E3,1.276933406E1,7.735062950E1,7.659646466E2,6.794692383E2,2.676000023E1,6.880000305E1,1.026426217E2,1.069439697E1,3.620856047E0,2.000000000E1
4.942146696E3,1.276942629E1,7.735085598E1,7.655109871E2,6.790158691E2,2.660000038E1,6.930000305E1,1.026703538E2,1.084807110E1,3.533165932E0,1.900000000E1
4.943139520E3,1.276951878E1,7.735109347E1,7.658922904E2,6.793974609E2,2.684000015E1,6.880000305E1,1.026961102E2,1.092720795E1,3.502009392E0,1.900000000E1
4.944143976E3,1.276958406E1,7.735132135E1,7.664234753E2,6.799288330E2,2.671999931E1,6.980000305E1,1.027206659E2,1.101365471E1,3.505480528E0,1.900000000E1
4.945142811E3,1.276961583E1,7.735154543E1,7.662216328E2,6.797270508E2,2.625000000E1,7.190000153E1,1.027475540E2,1.092579079E1,3.632166862E0,1.900000000E1
4.946144764E3,1.276969519E1,7.735177964E1,7.657091864E2,6.792148438E2,2.638999939E1,7.159999847E1,1.027738614E2,1.103651810E1,3.790347338E0,1.800000000E1
4.947146416E3,1.276978356E1,7.735200467E1,7.653779775E2,6.788839111E2,2.635000038E1,7.080000305E1,1.027999397E2,1.152516460E1,3.887245655E0,1.700000000E1
4.948138999E3,1.276985641E1,7.735223325E1,7.655348659E2,6.790410156E2,2.628000069E1,7.100000000E1,1.028256581E2,1.181103802E1,3.828213453E0,1.600000000E1
4.949144356E3,1.276991996E1,7.735246128E1,7.657689380E2,6.792752686E2,2.596999931E1,7.150000000E1,1.028536700E2,1.127525330E1,3.857238531E0,1.900000000E1
4.950144038E3,1.276998658E1,7.735271039E1,7.658264904E2,6.793330078E2,2.635000038E1,7.159999847E1,1.028814496E2,1.139660645E1,3.901103497E0,1.800000000E1
4.951143130E3,1.277007153E1,7.735295129E1,7.659209578E2,6.794277344E2,2.662999916E1,7.130000305E1,1.029102788E2,1.142238045E1,3.864389658E0,1.900000000E1
4.952143010E3,1.277014626E1,7.735320585E1,7.661880754E2,6.796950684E2,2.712000084E1,7.140000153E1,1.029396173E2,1.212626934E1,4.128066063E0,2.100000000E1
4.953144648E3,1.277023611E1,7.735346022E1,7.671868244E2,6.806940918E2,2.759000015E1,7.140000153E1,1.029677685E2,1.204208755E1,4.048336506E0,2.000000000E1
4.954148756E3,1.277033330E1,7.735369992E1,7.677414496E2,6.812490234E2,2.770000076E1,7.050000000E1,1.029934347E2,1.172798252E1,3.948436499E0,2.000000000E1
4.955147891E3,1.277040868E1,7.735392362E1,7.684513051E2,6.819591064E2,2.695000076E1,7.109999847E1,1.030218595E2,1.149457645E1,4.133153439E0,1.800000000E1
4.956153679E3,1.277048784E1,7.735417285E1,7.687009479E2,6.822089844E2,2.759000015E1,7.100000000E1,1.030504164E2,1.165367603E1,4.088406563E0,1.800000000E1
4.957143129E3,1.277059723E1,7.735441110E1,7.678916342E2,6.814000244E2,2.772999954E1,6.880000305E1,1.030811580E2,1.160728931E1,4.154146194E0,1.800000000E1
4.958145483E3,1.277069714E1,7.735467542E1,7.667592437E2,6.802679443E2,2.827000046E1,6.880000305E1,1.031085082E2,1.091813087E1,4.033586502E0,1.400000000E1
4.959151979E3,1.277079701E1,7.735490590E1,7.663397346E2,6.798487549E2,2.745999908E1,6.559999847E1,1.031363494E2,1.064469433E1,4.219068527E0,1.400000000E1
4.960151707E3,1.277091203E1,7.735513394E1,7.667725839E2,6.802819824E2,2.767000008E1,6.329999924E1,1.031637026E2,1.077446651E1,4.405600548E0,1.600000000E1
4.961145872E3,1.277106424E1,7.735533209E1,7.663218598E2,6.798317871E2,2.720999908E1,5.909999847E1,1.031906510E2,1.037677765E1,4.381072521E0,1.500000000E1
4.962141564E3,1.277120583E1,7.735553377E1,7.669051128E2,6.804155273E2,2.745999908E1,5.679999924E1,1.032169045E2,1.031227589E1,4.433506966E0,1.500000000E1
4.963148408E3,1.277136113E1,7.735571612E1,7.675918237E2,6.811027832E2,2.706999969E1,5.320000076E1,1.032435719E2,1.020290375E1,4.516913414E0,1.600000000E1
4.964152782E3,1.277151191E1,7.735590735E1,7.672621967E2,6.807736816E2,2.694000053E1,5.170000076E1,1.032707709E2,1.026597023E1,4.516607285E0,1.900000000E1
4.965148056E3,1.277166941E1,7.735609925E1,7.677748292E2,6.812868652E2,2.689999962E1,5.029999924E1,1.032994246E2,1.048556614E1,4.875920296E0,2.100000000E1
4.966140935E3,1.277184011E1,7.735629719E1,7.678584577E2,6.813710938E2,2.740999985E1,4.829999924E1,1.033267497E2,1.031443501E1,5.148035526E0,1.900000000E1
4.967141571E3,1.277201851E1,7.735647048E1,7.673069182E2,6.808201904E2,2.740999985E1,4.650000000E1,1.033550042E2,1.015317535E1,5.009879112E0,1.900000000E1
4.968145741E3,1.277220047E1,7.735665234E1,7.668605918E2,6.803745117E2,2.745000076E1,4.590000153E1,1.033807366E2,1.007020092E1,5.148821354E0,1.800000000E1
4.969141361E3,1.277236232E1,7.735682194E1,7.672435627E2,6.807580566E2,2.696999931E1,4.600000000E1,1.034091012E2,1.013628960E1,5.185717583E0,1.700000000E1
4.970141639E3,1.277254136E1,7.735700825E1,7.662866284E2,6.798017578E2,2.734000015E1,4.559999847E1,1.034361029E2,1.008202267E1,5.468085766E0,1.600000000E1
4.971149277E3,1.277270954E1,7.735718786E1,7.659560765E2,6.794718018E2,2.723999977E1,4.579999924E1,1.034632515E2,1.007528019E1,5.499794960E0,1.400000000E1
